LOCATION,Country,VARIABLE,Variable,FREQUENCY,Frequency,TIME,Time,Value,Flag,Codes,Flags,,,,,
AUS,Australia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,2.857377229,
AUS,Australia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,4.351251981,
AUS,Australia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,7.931604128,
AUS,Australia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,11.75610843,
AUT,Austria,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,2.272252885,,,,,,,,
AUT,Austria,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,7.468246267,,,,,,,,
AUT,Austria,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,-0.218696174,
AUT,Austria,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,4.074148242,
AUT,Austria,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,4.596062884,
AUT,Austria,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,8.493120151,
AUT,Austria,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,1.32459089,,,,,,,,
AUT,Austria,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,6.75734007,,,,,,,,
AUT,Austria,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,-0.006603484,
AUT,Austria,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,3.033070749,
AUT,Austria,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,4.310331592,
AUT,Austria,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,8.942464794,
BEL,Belgium,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,1.841218747,,,,,,,,
BEL,Belgium,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,6.941366629,,,,,,,,
BEL,Belgium,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,1.444501657,
BEL,Belgium,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,2.620398507,
BEL,Belgium,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,6.020654805,
BEL,Belgium,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,8.475124346,
BEL,Belgium,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,3.162658667,,,,,,,,
BEL,Belgium,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,5.28607732,,,,,,,,
BEL,Belgium,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,1.827544796,
BEL,Belgium,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,4.250726213,
BEL,Belgium,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,3.959730703,
BEL,Belgium,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,6.856376007,
CAN,Canada,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,3.389714588,,,,,,,,
CAN,Canada,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,7.616717413,,,,,,,,
CAN,Canada,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,2.688973034,
CAN,Canada,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,4.062486039,
CAN,Canada,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,6.23315967,
CAN,Canada,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,9.910545363,
CAN,Canada,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,3.929078769,,,,,,,,
CAN,Canada,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,8.362412809,,,,,,,,
CAN,Canada,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,2.928523889,
CAN,Canada,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,4.513771966,
CAN,Canada,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,6.978259585,
CAN,Canada,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,10.96991823,
CZE,Czechia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,3.471633381,,,,,,,,
CZE,Czechia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,7.038483558,,,,,,,,
CZE,Czechia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,2.441893745,
CZE,Czechia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,5.328729104,
CZE,Czechia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,4.945078723,
CZE,Czechia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,9.428534818,
CZE,Czechia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,2.891295203,,,,,,,,
CZE,Czechia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,5.498936462,,,,,,,,
CZE,Czechia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,1.470119757,
CZE,Czechia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,4.310736967,
CZE,Czechia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,3.21681214,
CZE,Czechia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,8.062547515,
DNK,Denmark,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,2.406561909,,,,,,,,
DNK,Denmark,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,8.315838119,,,,,,,,
DNK,Denmark,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,0.907462747,
DNK,Denmark,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,3.58753088,
DNK,Denmark,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,5.437824009,
DNK,Denmark,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,10.93690302,
DNK,Denmark,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,3.153212392,,,,,,,,
DNK,Denmark,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,6.818806561,,,,,,,,
DNK,Denmark,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,2.363616783,
DNK,Denmark,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,4.528839237,
DNK,Denmark,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,5.281652943,
DNK,Denmark,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,8.364831893,
FIN,Finland,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,1.865559735,,,,,,,,
FIN,Finland,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,4.271439528,,,,,,,,
FIN,Finland,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,0.745741156,
FIN,Finland,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,3.258970385,
FIN,Finland,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,2.839372062,
FIN,Finland,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,6.525794534,
FIN,Finland,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,2.206662461,,,,,,,,
FIN,Finland,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,4.404298027,,,,,,,,
FIN,Finland,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,0.851735342,
FIN,Finland,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,3.686992045,
FIN,Finland,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,3.034334975,
FIN,Finland,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,6.100503976,
FRA,France,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,1.257378791,,,,,,,,
FRA,France,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,5.887555832,,,,,,,,
FRA,France,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,-0.037520262,
FRA,France,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,2.522048003,
FRA,France,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,4.239845823,
FRA,France,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,8.385337482,
FRA,France,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,1.983858873,,,,,,,,
FRA,France,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,3.467046673,,,,,,,,
FRA,France,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,0.011014804,
FRA,France,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,3.745628185,
FRA,France,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,1.833802487,
FRA,France,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,5.2360082,
DEU,Germany,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,1.459070648,,,,,,,,
DEU,Germany,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,4.237222547,,,,,,,,
DEU,Germany,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,0.384635569,
DEU,Germany,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,3.563856643,
DEU,Germany,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,2.931749885,
DEU,Germany,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,5.662002242,
DEU,Germany,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,1.839788671,,,,,,,,
DEU,Germany,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,3.45279697,,,,,,,,
DEU,Germany,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,0.882396282,
DEU,Germany,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,3.381659361,
DEU,Germany,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,2.527965317,
DEU,Germany,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,4.427883265,
GRC,Greece,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,4.245732634,,,,,,,,
GRC,Greece,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,15.16394342,,,,,,,,
GRC,Greece,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,3.015818827,
GRC,Greece,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,5.476022836,
GRC,Greece,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,9.699734294,
GRC,Greece,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,18.59936274,
GRC,Greece,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,3.417665448,,,,,,,,
GRC,Greece,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,14.18482829,,,,,,,,
GRC,Greece,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,2.406657334,
GRC,Greece,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,4.465633879,
GRC,Greece,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,8.966422343,
GRC,Greece,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,17.65418529,
HUN,Hungary,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,3.449005863,,,,,,,,
HUN,Hungary,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,10.13180888,,,,,,,,
HUN,Hungary,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,1.271268729,
HUN,Hungary,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,5.260132479,
HUN,Hungary,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,6.233325721,
HUN,Hungary,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,13.0116549,
HUN,Hungary,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,3.663438686,,,,,,,,
HUN,Hungary,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,10.95148324,,,,,,,,
HUN,Hungary,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,0.674437139,
HUN,Hungary,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,5.60258142,
HUN,Hungary,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,7.821364786,
HUN,Hungary,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,13.24532085,
ISL,Iceland,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,5.373764847,,,,,,,,
ISL,Iceland,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,18.68053689,,,,,,,,
ISL,Iceland,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,1.672694375,
ISL,Iceland,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,8.456187889,
ISL,Iceland,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,14.70573012,
ISL,Iceland,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,23.39459555,
ISL,Iceland,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,5.831124077,,,,,,,,
ISL,Iceland,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,18.11326635,,,,,,,,
ISL,Iceland,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,1.854367445,
ISL,Iceland,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,9.092738156,
ISL,Iceland,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,14.08752883,
ISL,Iceland,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,22.28948866,
IRL,Ireland,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,4.570695014,,,,,,,,
IRL,Ireland,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,9.08714226,,,,,,,,
IRL,Ireland,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,2.529267407,
IRL,Ireland,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,7.412597044,
IRL,Ireland,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,7.067630054,
IRL,Ireland,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,11.36060135,
IRL,Ireland,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,5.238944874,,,,,,,,
IRL,Ireland,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,7.016724211,,,,,,,,
IRL,Ireland,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,2.59264216,
IRL,Ireland,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,7.871955465,
IRL,Ireland,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,5.028261981,
IRL,Ireland,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,9.97932647,
ITA,Italy,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,3.129678665,,,,,,,,
ITA,Italy,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,8.525183551,,,,,,,,
ITA,Italy,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,2.327947417,
ITA,Italy,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,3.734183181,
ITA,Italy,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,6.269962274,
ITA,Italy,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,10.14365995,
ITA,Italy,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,1.976521176,,,,,,,,
ITA,Italy,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,7.093826714,,,,,,,,
ITA,Italy,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,1.074015675,
ITA,Italy,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,3.008061846,
ITA,Italy,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,4.670434774,
ITA,Italy,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,9.007224833,
JPN,Japan,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,2.221446245,,,,,,,,
JPN,Japan,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,4.223597004,,,,,,,,
JPN,Japan,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,1.22833404,
JPN,Japan,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,3.297745109,
JPN,Japan,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,2.953547681,
JPN,Japan,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,4.910098415,
JPN,Japan,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,2.053308993,,,,,,,,
JPN,Japan,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,4.094117585,,,,,,,,
JPN,Japan,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,0.939042828,
JPN,Japan,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,3.061825544,
JPN,Japan,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,3.144440356,
JPN,Japan,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,4.821524395,
KOR,Korea,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,3.821332208,,,,,,,,
KOR,Korea,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,8.709954617,,,,,,,,
KOR,Korea,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,2.567928474,
KOR,Korea,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,4.770320024,
KOR,Korea,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,7.249075782,
KOR,Korea,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,9.927300274,
KOR,Korea,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W27,10-Jul-22,3.600470411,,,,,,,,
KOR,Korea,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W27,10-Jul-22,7.84362638,,,,,,,,
KOR,Korea,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,2.476160261,
KOR,Korea,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,4.883667498,
KOR,Korea,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W27,10-Jul-22,6.001430657,
KOR,Korea,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W27,10-Jul-22,9.398072079,
LUX,Luxembourg,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W26,3-Jul-22,2.339527672,,,,,,,,
LUX,Luxembourg,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W26,3-Jul-22,6.383459957,,,,,,,,
LUX,Luxembourg,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W26,3-Jul-22,0.691497461,
LUX,Luxembourg,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W26,3-Jul-22,4.562786954,
